@relation 'wekacsv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R2-5,7,11'

@attribute tr_status {0,1}
@attribute sadness numeric
@attribute tentative numeric
@attribute openness numeric
@attribute conscientiousness numeric
@attribute agreableness numeric
@attribute emotionalrange numeric

@data
1,0.073397,0.379819,0.577151,0.356304,0.101211,0.480963
1,0.073397,0.379819,0.577151,0.356304,0.101211,0.480963
1,0.073397,0.379819,0.577151,0.356304,0.101211,0.480963
1,0.073397,0.379819,0.577151,0.356304,0.101211,0.480963
1,0.343848,0,0.554315,0.190221,0.127579,0.260606
1,0.343848,0,0.554315,0.190221,0.127579,0.260606
1,0.343848,0,0.554315,0.190221,0.127579,0.260606
1,0.343848,0,0.554315,0.190221,0.127579,0.260606
1,0.343848,0,0.554315,0.190221,0.127579,0.260606
1,0.343848,0,0.554315,0.190221,0.127579,0.260606
1,0.155603,0.663044,0.780273,0.172612,0.040445,0.611594
1,0.155603,0.663044,0.780273,0.172612,0.040445,0.611594
1,0.155603,0.663044,0.780273,0.172612,0.040445,0.611594
1,0.155603,0.663044,0.780273,0.172612,0.040445,0.611594
1,0.155603,0.663044,0.780273,0.172612,0.040445,0.611594
1,0.155603,0.663044,0.780273,0.172612,0.040445,0.611594
1,0.170895,0.397128,0.536159,0.064451,0.067048,0.262474
1,0.170895,0.397128,0.536159,0.064451,0.067048,0.262474
1,0.170895,0.397128,0.536159,0.064451,0.067048,0.262474
1,0.170895,0.397128,0.536159,0.064451,0.067048,0.262474
1,0.170895,0.397128,0.536159,0.064451,0.067048,0.262474
1,0.170895,0.397128,0.536159,0.064451,0.067048,0.262474
1,0.224664,0.594668,0.59608,0.615074,0.292705,0.530784
1,0.224664,0.594668,0.59608,0.615074,0.292705,0.530784
1,0.224664,0.594668,0.59608,0.615074,0.292705,0.530784
1,0.224664,0.594668,0.59608,0.615074,0.292705,0.530784
1,0.224664,0.594668,0.59608,0.615074,0.292705,0.530784
1,0.224664,0.594668,0.59608,0.615074,0.292705,0.530784
1,0.164017,0,0.770155,0.448984,0.126274,0.602393
1,0.164017,0,0.770155,0.448984,0.126274,0.602393
1,0.164017,0,0.770155,0.448984,0.126274,0.602393
1,0.164017,0,0.770155,0.448984,0.126274,0.602393
1,0.164017,0,0.770155,0.448984,0.126274,0.602393
1,0.164017,0,0.770155,0.448984,0.126274,0.602393
1,0.113639,0.191186,0.715361,0.25145,0.072531,0.586734
1,0.113639,0.191186,0.715361,0.25145,0.072531,0.586734
1,0.113639,0.191186,0.715361,0.25145,0.072531,0.586734
1,0.113639,0.191186,0.715361,0.25145,0.072531,0.586734
1,0.113639,0.191186,0.715361,0.25145,0.072531,0.586734
1,0.113639,0.191186,0.715361,0.25145,0.072531,0.586734
1,0.100555,0.784976,0.56299,0.070189,0.209398,0.419969
1,0.100555,0.784976,0.56299,0.070189,0.209398,0.419969
1,0.100555,0.784976,0.56299,0.070189,0.209398,0.419969
1,0.100555,0.784976,0.56299,0.070189,0.209398,0.419969
1,0.100555,0.784976,0.56299,0.070189,0.209398,0.419969
1,0.100555,0.784976,0.56299,0.070189,0.209398,0.419969
1,0.164017,0,0.770155,0.448984,0.126274,0.602393
1,0.164017,0,0.770155,0.448984,0.126274,0.602393
1,0.164017,0,0.770155,0.448984,0.126274,0.602393
1,0.164017,0,0.770155,0.448984,0.126274,0.602393
1,0.164017,0,0.770155,0.448984,0.126274,0.602393
1,0.164017,0,0.770155,0.448984,0.126274,0.602393
1,0.100989,0,0.885567,0.385016,0.265601,0.744999
1,0.100989,0,0.885567,0.385016,0.265601,0.744999
1,0.100989,0,0.885567,0.385016,0.265601,0.744999
1,0.100989,0,0.885567,0.385016,0.265601,0.744999
1,0.100989,0,0.885567,0.385016,0.265601,0.744999
1,0.100989,0,0.885567,0.385016,0.265601,0.744999
1,0.04631,0.057621,0.454212,0.448263,0.694155,0.625377
1,0.04631,0.057621,0.454212,0.448263,0.694155,0.625377
1,0.04631,0.057621,0.454212,0.448263,0.694155,0.625377
1,0.04631,0.057621,0.454212,0.448263,0.694155,0.625377
1,0.04631,0.057621,0.454212,0.448263,0.694155,0.625377
1,0.04631,0.057621,0.454212,0.448263,0.694155,0.625377
1,0.157113,0.516099,0.163122,0.274227,0.141213,0.248301
1,0.157113,0.516099,0.163122,0.274227,0.141213,0.248301
1,0.157113,0.516099,0.163122,0.274227,0.141213,0.248301
1,0.157113,0.516099,0.163122,0.274227,0.141213,0.248301
1,0.157113,0.516099,0.163122,0.274227,0.141213,0.248301
1,0.157113,0.516099,0.163122,0.274227,0.141213,0.248301
1,0.523336,0.55795,0.75166,0.057265,0.462643,0.00822
1,0.523336,0.55795,0.75166,0.057265,0.462643,0.00822
1,0.523336,0.55795,0.75166,0.057265,0.462643,0.00822
1,0.523336,0.55795,0.75166,0.057265,0.462643,0.00822
1,0.523336,0.55795,0.75166,0.057265,0.462643,0.00822
1,0.523336,0.55795,0.75166,0.057265,0.462643,0.00822
1,0.523336,0.55795,0.75166,0.057265,0.462643,0.00822
1,0.523336,0.55795,0.75166,0.057265,0.462643,0.00822
1,0.523336,0.55795,0.75166,0.057265,0.462643,0.00822
1,0.523336,0.55795,0.75166,0.057265,0.462643,0.00822
1,0.523336,0.55795,0.75166,0.057265,0.462643,0.00822
1,0.523336,0.55795,0.75166,0.057265,0.462643,0.00822
1,0.097994,0.677145,0.717946,0.206231,0.055284,0.389429
1,0.097994,0.677145,0.717946,0.206231,0.055284,0.389429
1,0.097994,0.677145,0.717946,0.206231,0.055284,0.389429
1,0.097994,0.677145,0.717946,0.206231,0.055284,0.389429
1,0.097994,0.677145,0.717946,0.206231,0.055284,0.389429
1,0.097994,0.677145,0.717946,0.206231,0.055284,0.389429
1,0.043534,0.032542,0.868891,0.284557,0.276393,0.468261
1,0.043534,0.032542,0.868891,0.284557,0.276393,0.468261
1,0.043534,0.032542,0.868891,0.284557,0.276393,0.468261
1,0.043534,0.032542,0.868891,0.284557,0.276393,0.468261
1,0.043534,0.032542,0.868891,0.284557,0.276393,0.468261
1,0.043534,0.032542,0.868891,0.284557,0.276393,0.468261
1,0.360536,0,0.870529,0.124447,0.114143,0.246422
1,0.360536,0,0.870529,0.124447,0.114143,0.246422
1,0.360536,0,0.870529,0.124447,0.114143,0.246422
1,0.360536,0,0.870529,0.124447,0.114143,0.246422
1,0.360536,0,0.870529,0.124447,0.114143,0.246422
1,0.360536,0,0.870529,0.124447,0.114143,0.246422
1,0.293243,0.841007,0.899873,0.277264,0.237451,0.520658
1,0.293243,0.841007,0.899873,0.277264,0.237451,0.520658
1,0.293243,0.841007,0.899873,0.277264,0.237451,0.520658
1,0.293243,0.841007,0.899873,0.277264,0.237451,0.520658
1,0.293243,0.841007,0.899873,0.277264,0.237451,0.520658
1,0.293243,0.841007,0.899873,0.277264,0.237451,0.520658
1,0.051414,0.642004,0.767707,0.271258,0.037394,0.734305
1,0.051414,0.642004,0.767707,0.271258,0.037394,0.734305
1,0.051414,0.642004,0.767707,0.271258,0.037394,0.734305
1,0.051414,0.642004,0.767707,0.271258,0.037394,0.734305
1,0.051414,0.642004,0.767707,0.271258,0.037394,0.734305
1,0.051414,0.642004,0.767707,0.271258,0.037394,0.734305
1,0.219756,0,0.62118,0.16913,0.046238,0.175738
1,0.219756,0,0.62118,0.16913,0.046238,0.175738
1,0.219756,0,0.62118,0.16913,0.046238,0.175738
1,0.219756,0,0.62118,0.16913,0.046238,0.175738
1,0.219756,0,0.62118,0.16913,0.046238,0.175738
1,0.219756,0,0.62118,0.16913,0.046238,0.175738
1,0.157608,0,0.648276,0.061717,0.080599,0.480326
1,0.157608,0,0.648276,0.061717,0.080599,0.480326
1,0.157608,0,0.648276,0.061717,0.080599,0.480326
1,0.157608,0,0.648276,0.061717,0.080599,0.480326
1,0.157608,0,0.648276,0.061717,0.080599,0.480326
1,0.157608,0,0.648276,0.061717,0.080599,0.480326
1,0.207143,0,0.740442,0.294297,0.292513,0.210749
1,0.207143,0,0.740442,0.294297,0.292513,0.210749
1,0.207143,0,0.740442,0.294297,0.292513,0.210749
1,0.207143,0,0.740442,0.294297,0.292513,0.210749
1,0.207143,0,0.740442,0.294297,0.292513,0.210749
1,0.207143,0,0.740442,0.294297,0.292513,0.210749
1,0.290785,0,0.818515,0.395197,0.173858,0.666679
1,0.290785,0,0.818515,0.395197,0.173858,0.666679
1,0.290785,0,0.818515,0.395197,0.173858,0.666679
1,0.290785,0,0.818515,0.395197,0.173858,0.666679
1,0.290785,0,0.818515,0.395197,0.173858,0.666679
1,0.290785,0,0.818515,0.395197,0.173858,0.666679
1,0.038907,0.695947,0.68792,0.19747,0.054783,0.540912
1,0.038907,0.695947,0.68792,0.19747,0.054783,0.540912
1,0.038907,0.695947,0.68792,0.19747,0.054783,0.540912
1,0.038907,0.695947,0.68792,0.19747,0.054783,0.540912
1,0.038907,0.695947,0.68792,0.19747,0.054783,0.540912
1,0.038907,0.695947,0.68792,0.19747,0.054783,0.540912
1,0.486539,0.830255,0.532709,0.175905,0.264432,0.047591
1,0.486539,0.830255,0.532709,0.175905,0.264432,0.047591
1,0.486539,0.830255,0.532709,0.175905,0.264432,0.047591
1,0.486539,0.830255,0.532709,0.175905,0.264432,0.047591
1,0.486539,0.830255,0.532709,0.175905,0.264432,0.047591
1,0.486539,0.830255,0.532709,0.175905,0.264432,0.047591
1,0.386779,0.589934,0.534237,0.165937,0.064174,0.070171
1,0.386779,0.589934,0.534237,0.165937,0.064174,0.070171
1,0.386779,0.589934,0.534237,0.165937,0.064174,0.070171
1,0.386779,0.589934,0.534237,0.165937,0.064174,0.070171
1,0.386779,0.589934,0.534237,0.165937,0.064174,0.070171
1,0.386779,0.589934,0.534237,0.165937,0.064174,0.070171
1,0.117156,0.034749,0.592655,0.386382,0.044701,0.719015
1,0.117156,0.034749,0.592655,0.386382,0.044701,0.719015
1,0.117156,0.034749,0.592655,0.386382,0.044701,0.719015
1,0.117156,0.034749,0.592655,0.386382,0.044701,0.719015
1,0.117156,0.034749,0.592655,0.386382,0.044701,0.719015
1,0.117156,0.034749,0.592655,0.386382,0.044701,0.719015
1,0.142128,0.178491,0.833509,0.627211,0.177497,0.681405
1,0.142128,0.178491,0.833509,0.627211,0.177497,0.681405
1,0.142128,0.178491,0.833509,0.627211,0.177497,0.681405
1,0.142128,0.178491,0.833509,0.627211,0.177497,0.681405
1,0.142128,0.178491,0.833509,0.627211,0.177497,0.681405
1,0.142128,0.178491,0.833509,0.627211,0.177497,0.681405
1,0.455023,0.492448,0.686274,0.113362,0.306003,0.291836
1,0.455023,0.492448,0.686274,0.113362,0.306003,0.291836
1,0.455023,0.492448,0.686274,0.113362,0.306003,0.291836
1,0.455023,0.492448,0.686274,0.113362,0.306003,0.291836
1,0.455023,0.492448,0.686274,0.113362,0.306003,0.291836
1,0.455023,0.492448,0.686274,0.113362,0.306003,0.291836
1,0.268351,0.157655,0.280101,0.034087,0.11242,0.079185
1,0.268351,0.157655,0.280101,0.034087,0.11242,0.079185
1,0.268351,0.157655,0.280101,0.034087,0.11242,0.079185
1,0.268351,0.157655,0.280101,0.034087,0.11242,0.079185
1,0.268351,0.157655,0.280101,0.034087,0.11242,0.079185
1,0.268351,0.157655,0.280101,0.034087,0.11242,0.079185
1,0.171309,0.476714,0.567922,0.192803,0.106178,0.537829
1,0.171309,0.476714,0.567922,0.192803,0.106178,0.537829
1,0.171309,0.476714,0.567922,0.192803,0.106178,0.537829
1,0.171309,0.476714,0.567922,0.192803,0.106178,0.537829
1,0.171309,0.476714,0.567922,0.192803,0.106178,0.537829
1,0.171309,0.476714,0.567922,0.192803,0.106178,0.537829
1,0.327063,0.301562,0.263087,0.044222,0.040885,0.067923
1,0.327063,0.301562,0.263087,0.044222,0.040885,0.067923
1,0.327063,0.301562,0.263087,0.044222,0.040885,0.067923
1,0.327063,0.301562,0.263087,0.044222,0.040885,0.067923
1,0.327063,0.301562,0.263087,0.044222,0.040885,0.067923
1,0.327063,0.301562,0.263087,0.044222,0.040885,0.067923
1,0.171309,0.476714,0.567922,0.192803,0.106178,0.537829
1,0.171309,0.476714,0.567922,0.192803,0.106178,0.537829
1,0.171309,0.476714,0.567922,0.192803,0.106178,0.537829
1,0.171309,0.476714,0.567922,0.192803,0.106178,0.537829
1,0.171309,0.476714,0.567922,0.192803,0.106178,0.537829
1,0.171309,0.476714,0.567922,0.192803,0.106178,0.537829
1,0.501506,0,0.419707,0.134754,0.053595,0.317638
1,0.501506,0,0.419707,0.134754,0.053595,0.317638
1,0.501506,0,0.419707,0.134754,0.053595,0.317638
1,0.501506,0,0.419707,0.134754,0.053595,0.317638
1,0.501506,0,0.419707,0.134754,0.053595,0.317638
1,0.501506,0,0.419707,0.134754,0.053595,0.317638
1,0.100771,0.280503,0.792306,0.367238,0.155509,0.704612
1,0.100771,0.280503,0.792306,0.367238,0.155509,0.704612
1,0.100771,0.280503,0.792306,0.367238,0.155509,0.704612
1,0.100771,0.280503,0.792306,0.367238,0.155509,0.704612
1,0.100771,0.280503,0.792306,0.367238,0.155509,0.704612
1,0.100771,0.280503,0.792306,0.367238,0.155509,0.704612
1,0.100771,0.280503,0.792306,0.367238,0.155509,0.704612
1,0.100771,0.280503,0.792306,0.367238,0.155509,0.704612
1,0.100771,0.280503,0.792306,0.367238,0.155509,0.704612
1,0.100771,0.280503,0.792306,0.367238,0.155509,0.704612
1,0.100771,0.280503,0.792306,0.367238,0.155509,0.704612
1,0.100771,0.280503,0.792306,0.367238,0.155509,0.704612
1,0.216178,0.491658,0.757438,0.053246,0.086338,0.185131
1,0.216178,0.491658,0.757438,0.053246,0.086338,0.185131
1,0.216178,0.491658,0.757438,0.053246,0.086338,0.185131
1,0.216178,0.491658,0.757438,0.053246,0.086338,0.185131
1,0.216178,0.491658,0.757438,0.053246,0.086338,0.185131
1,0.216178,0.491658,0.757438,0.053246,0.086338,0.185131
1,0.172959,0,0.599769,0.209377,0.239143,0.019999
1,0.172959,0,0.599769,0.209377,0.239143,0.019999
1,0.172959,0,0.599769,0.209377,0.239143,0.019999
1,0.172959,0,0.599769,0.209377,0.239143,0.019999
1,0.172959,0,0.599769,0.209377,0.239143,0.019999
1,0.172959,0,0.599769,0.209377,0.239143,0.019999
1,0.27311,0.197515,0.896258,0.062255,0.035055,0.22314
1,0.27311,0.197515,0.896258,0.062255,0.035055,0.22314
1,0.27311,0.197515,0.896258,0.062255,0.035055,0.22314
1,0.27311,0.197515,0.896258,0.062255,0.035055,0.22314
1,0.27311,0.197515,0.896258,0.062255,0.035055,0.22314
1,0.27311,0.197515,0.896258,0.062255,0.035055,0.22314
1,0.030996,0.165193,0.426192,0.156206,0.024683,0.509707
1,0.030996,0.165193,0.426192,0.156206,0.024683,0.509707
1,0.030996,0.165193,0.426192,0.156206,0.024683,0.509707
1,0.030996,0.165193,0.426192,0.156206,0.024683,0.509707
1,0.030996,0.165193,0.426192,0.156206,0.024683,0.509707
1,0.030996,0.165193,0.426192,0.156206,0.024683,0.509707
1,0.304758,0.695917,0.686079,0.056951,0.098933,0.141582
1,0.304758,0.695917,0.686079,0.056951,0.098933,0.141582
1,0.304758,0.695917,0.686079,0.056951,0.098933,0.141582
1,0.304758,0.695917,0.686079,0.056951,0.098933,0.141582
1,0.304758,0.695917,0.686079,0.056951,0.098933,0.141582
1,0.304758,0.695917,0.686079,0.056951,0.098933,0.141582
1,0.310675,0.17415,0.551571,0.097537,0.054679,0.043857
1,0.310675,0.17415,0.551571,0.097537,0.054679,0.043857
1,0.310675,0.17415,0.551571,0.097537,0.054679,0.043857
1,0.310675,0.17415,0.551571,0.097537,0.054679,0.043857
1,0.310675,0.17415,0.551571,0.097537,0.054679,0.043857
1,0.310675,0.17415,0.551571,0.097537,0.054679,0.043857
1,0.444388,0.513001,0.77432,0.231167,0.005511,0.540893
1,0.444388,0.513001,0.77432,0.231167,0.005511,0.540893
1,0.444388,0.513001,0.77432,0.231167,0.005511,0.540893
1,0.444388,0.513001,0.77432,0.231167,0.005511,0.540893
1,0.444388,0.513001,0.77432,0.231167,0.005511,0.540893
1,0.444388,0.513001,0.77432,0.231167,0.005511,0.540893
1,0.289851,0.541037,0.578722,0.153629,0.581397,0.194021
1,0.289851,0.541037,0.578722,0.153629,0.581397,0.194021
1,0.289851,0.541037,0.578722,0.153629,0.581397,0.194021
1,0.289851,0.541037,0.578722,0.153629,0.581397,0.194021
1,0.289851,0.541037,0.578722,0.153629,0.581397,0.194021
1,0.289851,0.541037,0.578722,0.153629,0.581397,0.194021
1,0.078876,0,0.932203,0.455281,0.369106,0.771587
1,0.078876,0,0.932203,0.455281,0.369106,0.771587
1,0.078876,0,0.932203,0.455281,0.369106,0.771587
1,0.078876,0,0.932203,0.455281,0.369106,0.771587
1,0.078876,0,0.932203,0.455281,0.369106,0.771587
1,0.078876,0,0.932203,0.455281,0.369106,0.771587
1,0.289404,0.777465,0.637429,0.022416,0.004666,0.231883
1,0.289404,0.777465,0.637429,0.022416,0.004666,0.231883
1,0.289404,0.777465,0.637429,0.022416,0.004666,0.231883
1,0.289404,0.777465,0.637429,0.022416,0.004666,0.231883
1,0.289404,0.777465,0.637429,0.022416,0.004666,0.231883
1,0.289404,0.777465,0.637429,0.022416,0.004666,0.231883
1,0.089546,0.702391,0.824389,0.184696,0.098329,0.599096
1,0.089546,0.702391,0.824389,0.184696,0.098329,0.599096
1,0.089546,0.702391,0.824389,0.184696,0.098329,0.599096
1,0.089546,0.702391,0.824389,0.184696,0.098329,0.599096
1,0.089546,0.702391,0.824389,0.184696,0.098329,0.599096
1,0.089546,0.702391,0.824389,0.184696,0.098329,0.599096
1,0.18303,0.047005,0.825357,0.270134,0.239752,0.587108
1,0.18303,0.047005,0.825357,0.270134,0.239752,0.587108
1,0.18303,0.047005,0.825357,0.270134,0.239752,0.587108
1,0.18303,0.047005,0.825357,0.270134,0.239752,0.587108
1,0.18303,0.047005,0.825357,0.270134,0.239752,0.587108
1,0.18303,0.047005,0.825357,0.270134,0.239752,0.587108
1,0.113173,0,0.625728,0.294909,0.065808,0.673202
1,0.113173,0,0.625728,0.294909,0.065808,0.673202
1,0.113173,0,0.625728,0.294909,0.065808,0.673202
1,0.113173,0,0.625728,0.294909,0.065808,0.673202
1,0.113173,0,0.625728,0.294909,0.065808,0.673202
1,0.113173,0,0.625728,0.294909,0.065808,0.673202
1,0.115284,0.800143,0.582952,0.160492,0.055658,0.522723
1,0.115284,0.800143,0.582952,0.160492,0.055658,0.522723
1,0.115284,0.800143,0.582952,0.160492,0.055658,0.522723
1,0.115284,0.800143,0.582952,0.160492,0.055658,0.522723
1,0.115284,0.800143,0.582952,0.160492,0.055658,0.522723
1,0.115284,0.800143,0.582952,0.160492,0.055658,0.522723
1,0.181043,0.116681,0.643847,0.109712,0.196506,0.026808
1,0.181043,0.116681,0.643847,0.109712,0.196506,0.026808
1,0.181043,0.116681,0.643847,0.109712,0.196506,0.026808
1,0.181043,0.116681,0.643847,0.109712,0.196506,0.026808
1,0.181043,0.116681,0.643847,0.109712,0.196506,0.026808
1,0.181043,0.116681,0.643847,0.109712,0.196506,0.026808
1,0,0,0,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
1,0.23389,0.53854,0.599829,0.256507,0.011127,0.471833
1,0.23389,0.53854,0.599829,0.256507,0.011127,0.471833
1,0.23389,0.53854,0.599829,0.256507,0.011127,0.471833
1,0.23389,0.53854,0.599829,0.256507,0.011127,0.471833
1,0.23389,0.53854,0.599829,0.256507,0.011127,0.471833
1,0.23389,0.53854,0.599829,0.256507,0.011127,0.471833
1,0.23389,0.53854,0.599829,0.256507,0.011127,0.471833
1,0.23389,0.53854,0.599829,0.256507,0.011127,0.471833
1,0.23389,0.53854,0.599829,0.256507,0.011127,0.471833
